gene	Knum
NODE_10347_length_1587_cov_5211.719868_g7113_i0.p1	K20478
NODE_10348_length_1587_cov_3452.796026_g7114_i0.p1	K14570
NODE_10349_length_1587_cov_2037.934437_g7115_i0.p2	K19533
NODE_10349_length_1587_cov_2037.934437_g7115_i0.p1	K22754
NODE_1034_length_4252_cov_4238.339401_g686_i0.p1	K19607
NODE_10350_length_1587_cov_1026.344371_g7116_i0.p2	K18534
NODE_10350_length_1587_cov_1026.344371_g7116_i0.p3	K17293
NODE_10351_length_1587_cov_118.495364_g7117_i0.p1	K16898
NODE_10352_length_1587_cov_74.455629_g317_i10.p1	K03883
NODE_10353_length_1587_cov_38.450331_g7118_i0.p4	K03650
NODE_10353_length_1587_cov_38.450331_g7118_i0.p1	K04965
NODE_10354_length_1587_cov_8.699338_g7119_i0.p1	K01772
NODE_10354_length_1587_cov_8.699338_g7119_i0.p2	K10408
NODE_10355_length_1586_cov_7370.023857_g73_i9.p5	K02146
NODE_10355_length_1586_cov_7370.023857_g73_i9.p2	K17286
NODE_10356_length_1586_cov_3604.433400_g7120_i0.p1	K18274
NODE_10357_length_1586_cov_3570.014579_g7121_i0.p1	K11527
NODE_10358_length_1586_cov_955.958250_g7122_i0.p1	K12878
NODE_10359_length_1586_cov_516.289596_g4064_i3.p1	K20974
NODE_1035_length_4248_cov_2731.648526_g687_i0.p1	K15716
NODE_10360_length_1586_cov_362.170974_g7123_i0.p2	K08073
NODE_10360_length_1586_cov_362.170974_g7123_i0.p1	K24929
NODE_10364_length_1586_cov_16.398940_g7087_i1.p1	K03469
NODE_10365_length_1585_cov_6066.914456_g7127_i0.p1	K0663
NODE_10366_length_1585_cov_5515.610080_g7128_i0.p1	K24804
NODE_10367_length_1585_cov_2175.362732_g7129_i0.p1	K01061
NODE_10368_length_1585_cov_1687.643236_g1339_i1.p1	K10808
NODE_10369_length_1585_cov_739.075597_g7130_i0.p2	K01045
NODE_10369_length_1585_cov_739.075597_g7130_i0.p1	K14772
NODE_1036_length_4245_cov_11071.454894_g688_i0.p4	K0299
NODE_1036_length_4245_cov_11071.454894_g688_i0.p2	K1468
NODE_1036_length_4245_cov_11071.454894_g688_i0.p1	K0885
NODE_10370_length_1585_cov_415.371353_g6862_i1.p1	K15537
NODE_10371_length_1585_cov_98.389920_g1122_i1.p1	K03469
NODE_10372_length_1585_cov_57.490053_g7131_i0.p1	K03546
NODE_10373_length_1585_cov_9.383952_g7132_i0.p1	K07190
NODE_10374_length_1585_cov_8.655836_g7133_i0.p1	K01879
NODE_10375_length_1584_cov_8845.934970_g7134_i0.p1	K10352
NODE_10376_length_1584_cov_3808.809555_g7135_i0.p1	K03242
NODE_10377_length_1584_cov_3439.799602_g7136_i0.p2	K13100
NODE_10378_length_1584_cov_314.948905_g417_i6.p1	K14555
NODE_10379_length_1584_cov_248.278699_g7137_i0.p1	K03352
NODE_1037_length_4245_cov_93.647793_g689_i0.p1	K20276
NODE_10380_length_1583_cov_4172.798141_g7138_i0.p1	K08956
NODE_10380_length_1583_cov_4172.798141_g7138_i0.p3	K18494
NODE_10381_length_1583_cov_2219.221116_g7139_i0.p1	K05350
NODE_10382_length_1583_cov_1613.089641_g7140_i0.p1	K09228
NODE_10383_length_1583_cov_1172.758300_g1118_i3.p1	K14855
NODE_10384_length_1583_cov_737.555777_g7141_i0.p1	K0687
NODE_10385_length_1583_cov_684.849270_g7142_i0.p1	K03320
NODE_10386_length_1583_cov_387.209827_g5414_i1.p1	K09228
NODE_10387_length_1583_cov_363.179947_g7143_i0.p1	K08718
NODE_10388_length_1583_cov_33.344622_g7144_i0.p1	K09704
NODE_1038_length_4244_cov_2625.436045_g632_i1.p2	K20276
NODE_1038_length_4244_cov_2625.436045_g632_i1.p1	K11657
NODE_10390_length_1582_cov_2758.531561_g7146_i0.p1	K20478
NODE_10391_length_1582_cov_2583.338870_g7147_i0.p1	K08609
NODE_10392_length_1582_cov_1764.915615_g7148_i0.p1	K20478
NODE_10393_length_1582_cov_1066.906312_g7149_i0.p1	K21398
NODE_10394_length_1582_cov_924.059801_g3918_i1.p2	K00710
NODE_10395_length_1582_cov_879.153488_g6659_i1.p2	K09254
NODE_10395_length_1582_cov_879.153488_g6659_i1.p1	K03685
NODE_10397_length_1582_cov_92.636545_g7151_i0.p1	K03652
NODE_10398_length_1582_cov_66.848505_g6764_i1.p1	K03595
NODE_10398_length_1582_cov_66.848505_g6764_i1.p3	K01712
NODE_10399_length_1582_cov_64.191362_g7152_i0.p1	K0446
NODE_1039_length_4244_cov_302.040077_g690_i0.p1	K11594
NODE_1039_length_4244_cov_302.040077_g690_i0.p5	K01470
NODE_103_length_9055_cov_3202.597795_g58_i0.p8	K03628
NODE_103_length_9055_cov_3202.597795_g58_i0.p2	K25532
NODE_103_length_9055_cov_3202.597795_g58_i0.p1	K00986
NODE_103_length_9055_cov_3202.597795_g58_i0.p5	K25440
NODE_10401_length_1582_cov_4.777409_g7154_i0.p1	K10359
NODE_10402_length_1582_cov_4.220598_g7155_i0.p1	K11419
NODE_10402_length_1582_cov_4.220598_g7155_i0.p2	K26126
NODE_10403_length_1581_cov_2951.058511_g2281_i1.p2	K00351
NODE_10404_length_1581_cov_1093.440824_g6981_i1.p2	K04079
NODE_10404_length_1581_cov_1093.440824_g6981_i1.p1	K01854
NODE_10405_length_1581_cov_1051.831782_g7156_i0.p1	K07951
NODE_10406_length_1581_cov_142.959441_g7157_i0.p8	K24363
NODE_10406_length_1581_cov_142.959441_g7157_i0.p3	K01183
NODE_10407_length_1581_cov_92.991356_g7158_i0.p1	K14462
NODE_10408_length_1580_cov_2960.570193_g7159_i0.p1	K14573
NODE_10409_length_1580_cov_2223.131071_g7018_i1.p1	K10429
NODE_1040_length_4244_cov_121.947924_g667_i1.p3	K10416
NODE_10411_length_1580_cov_176.276780_g7161_i0.p1	K09228
NODE_10413_length_1580_cov_20.571524_g7163_i0.p2	K19469
NODE_10413_length_1580_cov_20.571524_g7163_i0.p1	K08496
NODE_10414_length_1580_cov_16.603460_g7164_i0.p1	K10485
NODE_10415_length_1579_cov_13835.585220_g6405_i2.p1	K10408
NODE_10417_length_1579_cov_926.115180_g7166_i0.p1	K25554
NODE_10418_length_1579_cov_171.395473_g7167_i0.p1	K03231
NODE_10418_length_1579_cov_171.395473_g7167_i0.p2	K02183
NODE_10419_length_1579_cov_84.079893_g7168_i0.p1	K22614
NODE_1041_length_4244_cov_22.505160_g628_i1.p1	K03469
NODE_10420_length_1579_cov_24.271638_g7169_i0.p1	K09228
NODE_10420_length_1579_cov_24.271638_g7169_i0.p2	K06560
NODE_10421_length_1579_cov_22.507324_g3530_i4.p1	K09667
NODE_10422_length_1579_cov_19.433422_g3530_i5.p1	K09667
NODE_10423_length_1579_cov_6.547270_g7170_i0.p2	K15293
NODE_10423_length_1579_cov_6.547270_g7170_i0.p1	K09222
NODE_10425_length_1578_cov_963.960693_g7171_i0.p1	K11314
NODE_10426_length_1578_cov_537.621586_g7172_i0.p1	K08017
NODE_10427_length_1578_cov_434.540306_g7173_i0.p1	K10408
NODE_10427_length_1578_cov_434.540306_g7173_i0.p2	K04079
NODE_10428_length_1578_cov_132.778814_g7174_i0.p1	K01834
NODE_10428_length_1578_cov_132.778814_g7174_i0.p3	K10356
NODE_10429_length_1578_cov_132.618921_g7167_i1.p1	K03231
NODE_1042_length_4243_cov_1424.124820_g691_i0.p1	K21110
NODE_10430_length_1578_cov_56.749500_g7175_i0.p1	K01866
NODE_10432_length_1578_cov_26.662891_g7044_i1.p1	K26126
NODE_10432_length_1578_cov_26.662891_g7044_i1.p5	K18581
NODE_10433_length_1578_cov_23.241173_g6650_i1.p1	K00812
NODE_10433_length_1578_cov_23.241173_g6650_i1.p4	K10396
NODE_10434_length_1577_cov_6085.626667_g7177_i0.p1	K05350
NODE_10435_length_1577_cov_5467.242000_g7178_i0.p1	K12883
NODE_10436_length_1577_cov_1728.296000_g2818_i2.p2	K17686
NODE_10436_length_1577_cov_1728.296000_g2818_i2.p1	K11976
NODE_10436_length_1577_cov_1728.296000_g2818_i2.p3	K13170
NODE_10437_length_1577_cov_1612.082000_g465_i2.p1	K20126
NODE_10438_length_1577_cov_1537.072667_g465_i3.p1	K20126
NODE_10439_length_1577_cov_1015.396000_g7179_i0.p1	K10692
NODE_1043_length_4242_cov_1405.002641_g603_i1.p1	K14726
NODE_10440_length_1577_cov_364.480667_g7180_i0.p1	K16481
NODE_10440_length_1577_cov_364.480667_g7180_i0.p4	K11959
NODE_10441_length_1577_cov_251.952000_g7181_i0.p6	K08486
NODE_10441_length_1577_cov_251.952000_g7181_i0.p1	K10369
NODE_10442_length_1577_cov_39.260667_g5567_i1.p1	K00232
NODE_10443_length_1577_cov_29.933333_g7182_i0.p1	K01910
NODE_10444_length_1577_cov_26.916000_g7183_i0.p1	K08282
NODE_10445_length_1577_cov_7.096000_g7184_i0.p1	K01142
NODE_10446_length_1576_cov_4753.773849_g7185_i0.p1	K16536
NODE_10447_length_1576_cov_3715.606404_g4601_i2.p1	K21573
NODE_10448_length_1576_cov_3705.044029_g4601_i3.p1	K21573
NODE_10449_length_1576_cov_3699.398266_g4601_i4.p1	K21573
NODE_1044_length_4242_cov_137.805522_g692_i0.p1	K06767
NODE_10450_length_1576_cov_3681.605737_g4601_i5.p1	K21573
NODE_10451_length_1576_cov_1135.387592_g7186_i0.p2	K24742
NODE_10451_length_1576_cov_1135.387592_g7186_i0.p3	K03985
NODE_10452_length_1576_cov_1109.981988_g7187_i0.p1	K14964
NODE_10453_length_1576_cov_177.705804_g7188_i0.p1	K03327
NODE_10454_length_1576_cov_146.051368_g4716_i2.p1	K13510
NODE_10456_length_1575_cov_35992.255674_g2514_i1.p1	K23029
NODE_10457_length_1575_cov_1077.480641_g1766_i2.p6	K00128
NODE_10457_length_1575_cov_1077.480641_g1766_i2.p4	K21347
NODE_10458_length_1575_cov_486.692256_g7190_i0.p3	K16481
NODE_10458_length_1575_cov_486.692256_g7190_i0.p1	K04257
NODE_10459_length_1575_cov_319.901202_g7191_i0.p1	K15322
NODE_1045_length_4241_cov_835.139529_g693_i0.p1	K19730
NODE_1045_length_4241_cov_835.139529_g693_i0.p2	K25827
NODE_10460_length_1575_cov_82.981308_g7192_i0.p2	K20478
NODE_10461_length_1575_cov_57.844459_g5808_i1.p1	K09667
NODE_10462_length_1575_cov_23.808411_g7193_i0.p1	K18422
NODE_10463_length_1575_cov_7.552737_g7194_i0.p1	K03650
NODE_10463_length_1575_cov_7.552737_g7194_i0.p2	K10065
NODE_10464_length_1575_cov_7.417223_g7195_i0.p1	K03086
NODE_10465_length_1574_cov_17983.171009_g5583_i1.p1	K23354
NODE_10466_length_1574_cov_13564.382098_g6759_i1.p2	K24220
NODE_10467_length_1574_cov_10417.305945_g7196_i0.p1	K18079
NODE_10468_length_1574_cov_2741.939212_g7197_i0.p1	K03327
NODE_10469_length_1574_cov_684.195057_g7198_i0.p1	K13412
NODE_1046_length_4239_cov_21.603316_g694_i0.p1	K00962
NODE_1046_length_4239_cov_21.603316_g694_i0.p5	K05701
NODE_10470_length_1574_cov_616.342017_g690_i3.p1	K1159
NODE_10471_length_1573_cov_7847.117647_g1600_i4.p1	K0948
NODE_10472_length_1573_cov_7650.273396_g7199_i0.p1	K15195
NODE_10473_length_1573_cov_3863.862968_g7200_i0.p1	K00823
NODE_10474_length_1573_cov_2321.358957_g7201_i0.p1	K00889
NODE_10475_length_1573_cov_377.455214_g5225_i1.p1	K01081
NODE_10477_length_1573_cov_147.430481_g4716_i3.p2	K03558
NODE_10477_length_1573_cov_147.430481_g4716_i3.p1	K09228
NODE_10478_length_1572_cov_18758.080268_g6276_i2.p1	K09609
NODE_10479_length_1572_cov_6255.258863_g5393_i2.p1	K08331
NODE_1047_length_4236_cov_111.897331_g695_i0.p1	K25802
NODE_10480_length_1572_cov_6082.957860_g5393_i3.p1	K07466
NODE_10481_length_1572_cov_5429.993980_g7202_i0.p7	K02971
NODE_10481_length_1572_cov_5429.993980_g7202_i0.p3	K20276
NODE_10481_length_1572_cov_5429.993980_g7202_i0.p1	K16729
NODE_10483_length_1572_cov_3203.299666_g1428_i1.p1	K20478
NODE_10484_length_1572_cov_1642.339799_g7204_i0.p1	K14209
NODE_10485_length_1572_cov_1296.830100_g7204_i1.p1	K14209
NODE_10487_length_1572_cov_800.601338_g7206_i0.p1	K10448
NODE_10488_length_1572_cov_764.332441_g1646_i1.p1	K23703
NODE_10489_length_1572_cov_505.604682_g7207_i0.p1	K13979
NODE_1048_length_4235_cov_139.088264_g696_i0.p1	K06675
NODE_10490_length_1572_cov_67.366555_g4839_i1.p1	K03977
NODE_10491_length_1572_cov_31.149164_g7208_i0.p1	K22804
NODE_10492_length_1572_cov_7.553177_g7209_i0.p1	K12063
NODE_10493_length_1572_cov_5.731773_g7210_i0.p1	K03469
NODE_10495_length_1571_cov_6740.522088_g6694_i1.p2	K10956
NODE_10496_length_1571_cov_1858.993307_g7212_i0.p1	K02331
NODE_10497_length_1571_cov_1343.596386_g7213_i0.p1	K01153
NODE_10498_length_1571_cov_1032.360776_g7213_i1.p1	K01153
NODE_1049_length_4234_cov_3346.913640_g652_i1.p4	K20478
NODE_1049_length_4234_cov_3346.913640_g652_i1.p1	K22337
NODE_1049_length_4234_cov_3346.913640_g652_i1.p3	K03686
NODE_1049_length_4234_cov_3346.913640_g652_i1.p5	K10389
NODE_1049_length_4234_cov_3346.913640_g652_i1.p1	K11982
NODE_104_length_9011_cov_322.200470_g59_i0.p1	K24835
NODE_10500_length_1571_cov_816.370817_g7215_i0.p1	K02331
NODE_10501_length_1571_cov_504.882195_g5010_i1.p1	K03977
NODE_10502_length_1571_cov_500.172691_g1540_i7.p2	K20478
NODE_10503_length_1571_cov_171.098394_g7216_i0.p1	K01023
NODE_10504_length_1571_cov_92.230254_g7217_i0.p3	K10884
NODE_10505_length_1571_cov_41.109772_g7218_i0.p3	K18410
NODE_10505_length_1571_cov_41.109772_g7218_i0.p7	K12327
NODE_10505_length_1571_cov_41.109772_g7218_i0.p5	K12301
NODE_10506_length_1570_cov_4806.616879_g7219_i0.p4	K23368
NODE_10506_length_1570_cov_4806.616879_g7219_i0.p1	K03259
NODE_10507_length_1570_cov_1587.783657_g2450_i1.p1	K10352
NODE_10508_length_1570_cov_1558.430676_g7220_i0.p1	K14995
NODE_10509_length_1570_cov_704.430676_g5538_i1.p1	K25516
NODE_1050_length_4234_cov_14.997594_g697_i0.p2	K16848
NODE_10510_length_1570_cov_558.127261_g7221_i0.p1	K01023
NODE_10512_length_1570_cov_155.421969_g7223_i0.p1	K05820
NODE_10513_length_1570_cov_57.401875_g7224_i0.p2	K08043
NODE_10513_length_1570_cov_57.401875_g7224_i0.p1	K22614
NODE_10515_length_1570_cov_2.716678_g7225_i0.p1	K21125
NODE_10516_length_1569_cov_5786.623324_g7226_i0.p1	K20478
NODE_10517_length_1569_cov_1881.952413_g7227_i0.p1	K15692
NODE_10518_length_1569_cov_637.004692_g4464_i2.p1	K03168
NODE_10518_length_1569_cov_637.004692_g4464_i2.p2	K01870
NODE_10519_length_1569_cov_410.884718_g7228_i0.p1	K20289
NODE_10520_length_1569_cov_396.026139_g7229_i0.p1	K24185
NODE_10522_length_1569_cov_81.889410_g7231_i0.p3	K07618
NODE_10523_length_1569_cov_65.999330_g5139_i2.p1	K01845
NODE_10523_length_1569_cov_65.999330_g5139_i2.p6	K24247
NODE_10525_length_1569_cov_13.341153_g7233_i0.p5	K17307
NODE_10525_length_1569_cov_13.341153_g7233_i0.p1	K01023
NODE_10526_length_1569_cov_7.600536_g7234_i0.p4	K08834
NODE_10526_length_1569_cov_7.600536_g7234_i0.p5	K10591
NODE_10526_length_1569_cov_7.600536_g7234_i0.p1	K05651
NODE_10527_length_1569_cov_7.571716_g2270_i9.p4	K00986
NODE_10528_length_1568_cov_2660.488934_g900_i3.p1	K19497
NODE_10529_length_1568_cov_1854.456070_g218_i4.p3	K14718
NODE_10529_length_1568_cov_1854.456070_g218_i4.p1	K01874
NODE_1052_length_4231_cov_1080.251805_g699_i0.p2	K20478
NODE_1052_length_4231_cov_1080.251805_g699_i0.p1	K20478
NODE_10530_length_1568_cov_603.280349_g7235_i0.p1	K03163
NODE_10531_length_1568_cov_513.780684_g7236_i0.p1	K12472
NODE_10532_length_1568_cov_188.331992_g7237_i0.p1	K01154
NODE_10533_length_1568_cov_154.523139_g7238_i0.p1	K01682
NODE_10535_length_1568_cov_31.413146_g7240_i0.p1	K20478
NODE_10536_length_1568_cov_26.833669_g6138_i1.p1	K01886
NODE_10537_length_1568_cov_13.547284_g7241_i0.p1	K03437
NODE_10539_length_1567_cov_1531.433557_g7243_i0.p1	K20478
NODE_1053_length_4231_cov_379.667549_g700_i0.p1	K16308
NODE_10540_length_1567_cov_1442.556376_g177_i3.p1	K0218
NODE_10540_length_1567_cov_1442.556376_g177_i3.p3	K10382
NODE_10541_length_1567_cov_1049.772483_g7244_i0.p1	K14777
NODE_10541_length_1567_cov_1049.772483_g7244_i0.p2	K14777
NODE_10542_length_1567_cov_371.760403_g7245_i0.p1	K04710
NODE_10542_length_1567_cov_371.760403_g7245_i0.p4	K09291
NODE_10544_length_1567_cov_26.456376_g7246_i0.p4	K16479
NODE_10544_length_1567_cov_26.456376_g7246_i0.p1	K10266
NODE_10546_length_1567_cov_20.687248_g7248_i0.p1	K02316
NODE_10547_length_1567_cov_3.007383_g7249_i0.p1	K19467
NODE_10548_length_1566_cov_9335.404298_g7250_i0.p1	K15255
NODE_10549_length_1566_cov_355.938885_g7251_i0.p1	K23628
NODE_10550_length_1566_cov_163.345870_g7252_i0.p1	K20793
NODE_10551_length_1566_cov_48.927468_g7253_i0.p1	K20478
NODE_10552_length_1566_cov_48.734050_g7254_i0.p2	K24436
NODE_10553_length_1566_cov_33.892545_g7255_i0.p1	K12604
NODE_10554_length_1566_cov_23.101410_g7256_i0.p1	K03631
NODE_10555_length_1565_cov_4900.169355_g7257_i0.p1	K20478
NODE_10557_length_1565_cov_3901.813172_g7259_i0.p1	K01276
NODE_10559_length_1565_cov_1086.775538_g7261_i0.p1	K15342
NODE_1055_length_4226_cov_133.081947_g701_i0.p1	K06666
NODE_10560_length_1565_cov_781.935484_g7262_i0.p4	K05767
NODE_10561_length_1565_cov_420.776210_g7263_i0.p1	K03799
NODE_10562_length_1565_cov_407.119624_g7264_i0.p1	K01023
NODE_10563_length_1565_cov_361.335349_g7264_i1.p1	K01023
NODE_10564_length_1565_cov_233.795699_g7265_i0.p1	K10703
NODE_10565_length_1565_cov_215.852151_g5232_i3.p1	K10408
NODE_10566_length_1565_cov_18.103495_g7266_i0.p1	K08574
NODE_10567_length_1565_cov_4.312500_g7267_i0.p1	K02055
NODE_1056_length_4224_cov_30.451170_g702_i0.p1	K02156
NODE_10570_length_1564_cov_1097.322798_g5538_i2.p1	K14835
NODE_10572_length_1564_cov_547.790854_g7270_i0.p1	K05050
NODE_10573_length_1564_cov_11.869536_g7271_i0.p1	K10866
NODE_10574_length_1563_cov_5715.381561_g7272_i0.p1	K12482
NODE_10576_length_1563_cov_1057.046433_g1142_i13.p3	K03029
NODE_10576_length_1563_cov_1057.046433_g1142_i13.p1	K14556
NODE_10577_length_1563_cov_858.267833_g7274_i0.p1	K05387
NODE_10578_length_1563_cov_728.101615_g7275_i0.p1	K08226
NODE_1057_length_4222_cov_11402.413993_g703_i0.p1	K02316
NODE_1057_length_4222_cov_11402.413993_g703_i0.p3	K19655
NODE_1057_length_4222_cov_11402.413993_g703_i0.p6	K16833
NODE_1057_length_4222_cov_11402.413993_g703_i0.p1	K14996
NODE_1057_length_4222_cov_11402.413993_g703_i0.p9	K23002
NODE_10580_length_1563_cov_64.709960_g7277_i0.p1	K09017
NODE_10581_length_1563_cov_38.100942_g7278_i0.p1	K10692
NODE_10582_length_1563_cov_35.236878_g7279_i0.p1	K08592
NODE_10583_length_1563_cov_33.255047_g7278_i1.p1	K04506
NODE_10584_length_1562_cov_26100.550842_g7280_i0.p2	K01473
NODE_10584_length_1562_cov_26100.550842_g7280_i0.p1	K02183
NODE_10585_length_1562_cov_7339.155556_g7281_i0.p1	K03327
NODE_10586_length_1562_cov_6177.277441_g7282_i0.p1	K22031
NODE_10587_length_1562_cov_486.275421_g7283_i0.p1	K05350
NODE_10588_length_1562_cov_117.458586_g7284_i0.p1	K14462
NODE_10589_length_1562_cov_17.220202_g7285_i0.p1	K16898
NODE_10590_length_1562_cov_13.612795_g7286_i0.p3	K10823
NODE_10591_length_1561_cov_29417.048518_g7287_i0.p3	K07025
NODE_10591_length_1561_cov_29417.048518_g7287_i0.p6	K0879
NODE_10592_length_1561_cov_12736.361860_g943_i3.p1	K02359
NODE_10593_length_1561_cov_4935.410377_g7288_i0.p1	K18643
NODE_10594_length_1561_cov_3679.076146_g7289_i0.p1	K10839
NODE_10595_length_1561_cov_1823.577493_g7290_i0.p1	K25441
NODE_10596_length_1561_cov_507.459569_g7065_i1.p1	K12014
NODE_10598_length_1561_cov_232.183288_g7292_i0.p1	K21449
NODE_10599_length_1561_cov_168.853100_g7293_i0.p1	K14996
NODE_1059_length_4221_cov_434.620174_g705_i0.p2	K11836
NODE_1059_length_4221_cov_434.620174_g705_i0.p1	K03415
NODE_105_length_9003_cov_505.204795_g60_i0.p1	K04962
NODE_10600_length_1561_cov_111.843666_g7294_i0.p1	K15711
NODE_10601_length_1561_cov_103.036388_g7295_i0.p1	K1296
NODE_10602_length_1561_cov_71.939353_g2599_i4.p1	K09667
NODE_10603_length_1561_cov_55.583558_g7296_i0.p1	K26143
NODE_10604_length_1561_cov_16.115903_g7297_i0.p1	K20478
NODE_10605_length_1561_cov_14.206873_g7298_i0.p1	K01153
NODE_10606_length_1561_cov_12.716981_g7299_i0.p1	K16072
NODE_10607_length_1560_cov_2761.500337_g7300_i0.p1	K00849
NODE_10608_length_1560_cov_412.910991_g7301_i0.p1	K08202
NODE_1060_length_4219_cov_7019.313134_g706_i0.p1	K04079
NODE_10610_length_1560_cov_182.888739_g7302_i0.p1	K03439
NODE_10611_length_1560_cov_109.435604_g7303_i0.p2	K24469
NODE_10611_length_1560_cov_109.435604_g7303_i0.p1	K01153
NODE_10612_length_1560_cov_62.215105_g7304_i0.p1	K23966
NODE_10613_length_1560_cov_24.944707_g7305_i0.p2	K22204
NODE_10613_length_1560_cov_24.944707_g7305_i0.p1	K01611
NODE_10614_length_1560_cov_15.068105_g1344_i4.p1	K08178
NODE_10615_length_1560_cov_13.507755_g1344_i5.p1	K08178
NODE_10616_length_1560_cov_11.240728_g7306_i0.p1	K05012
NODE_10618_length_1559_cov_8629.863023_g7308_i0.p7	K02894
NODE_10618_length_1559_cov_8629.863023_g7308_i0.p4	K16055
NODE_10618_length_1559_cov_8629.863023_g7308_i0.p3	K25636
NODE_10619_length_1559_cov_2982.761808_g5158_i1.p1	K10393
NODE_10619_length_1559_cov_2982.761808_g5158_i1.p3	K00974
NODE_1061_length_4219_cov_195.040077_g707_i0.p1	K12581
NODE_10620_length_1559_cov_2502.674764_g7309_i0.p1	K20111
NODE_10620_length_1559_cov_2502.674764_g7309_i0.p4	K06669
NODE_10621_length_1559_cov_1623.552632_g7310_i0.p1	K03529
NODE_10623_length_1559_cov_422.556005_g7311_i0.p1	K12275
NODE_10623_length_1559_cov_422.556005_g7311_i0.p4	K00376
NODE_10624_length_1559_cov_16.856950_g567_i3.p2	K0709
NODE_10625_length_1559_cov_15.844804_g7312_i0.p1	K12132
NODE_10626_length_1558_cov_10958.328832_g688_i11.p6	K02958
NODE_10627_length_1558_cov_3077.363268_g7313_i0.p3	K3
NODE_10628_length_1558_cov_2944.409183_g7314_i0.p1	K07767
NODE_10629_length_1558_cov_345.394328_g332_i4.p1	K10706
NODE_1062_length_4218_cov_667.761410_g708_i0.p1	K20478
NODE_10630_length_1558_cov_296.304524_g7315_i0.p1	K21456
NODE_10631_length_1558_cov_217.446995_g7316_i0.p1	K23368
NODE_10632_length_1558_cov_58.639433_g7317_i0.p1	K18739
NODE_10633_length_1558_cov_27.749494_g6990_i1.p1	K23488
NODE_10635_length_1557_cov_10047.522297_g1154_i4.p1	K15502
NODE_10636_length_1557_cov_5625.517568_g1448_i2.p1	K07767
NODE_10637_length_1557_cov_4034.771622_g7319_i0.p1	K04358
NODE_10639_length_1557_cov_2474.728378_g7320_i0.p1	K11757
NODE_10639_length_1557_cov_2474.728378_g7320_i0.p2	K13525
NODE_1063_length_4217_cov_486.042512_g70_i1.p3	K11843
NODE_1063_length_4217_cov_486.042512_g70_i1.p1	K20276
NODE_10640_length_1557_cov_387.585135_g7321_i0.p1	K11632
NODE_10641_length_1557_cov_121.756757_g7322_i0.p1	K20478
NODE_10643_length_1557_cov_17.379730_g6243_i1.p1	K00658
NODE_10644_length_1556_cov_8937.133198_g2465_i2.p1	K02359
NODE_10645_length_1556_cov_4236.402299_g7324_i0.p1	K03546
NODE_10646_length_1556_cov_625.097363_g7325_i0.p1	K17800
NODE_10647_length_1556_cov_439.686951_g6532_i1.p1	K01023
NODE_10648_length_1556_cov_286.412441_g7326_i0.p1	K03497
NODE_10649_length_1556_cov_136.632184_g7327_i0.p1	K11961
NODE_1064_length_4215_cov_1891.464959_g709_i0.p1	K05312
NODE_1064_length_4215_cov_1891.464959_g709_i0.p2	K1990
NODE_10650_length_1556_cov_23.252197_g1142_i14.p1	K08867
NODE_10651_length_1556_cov_7.693712_g7328_i0.p1	K20478
NODE_10652_length_1555_cov_5163.656969_g7329_i0.p1	K08177
NODE_10653_length_1555_cov_2393.799053_g6378_i1.p1	K19332
NODE_10654_length_1555_cov_427.506766_g7330_i0.p1	K03341
NODE_10655_length_1555_cov_414.367388_g7331_i0.p1	K11449
NODE_10655_length_1555_cov_414.367388_g7331_i0.p2	K00357
NODE_10656_length_1555_cov_278.949932_g7332_i0.p1	K26125
NODE_10658_length_1555_cov_83.122463_g5164_i2.p1	K01874
NODE_10659_length_1555_cov_52.260487_g2898_i1.p1	K10436
NODE_1065_length_4214_cov_32.276045_g710_i0.p2	K22415
